Key,English [en-GB]
scenario_relic_secondskin_sm1_desc,All Bandits have <nobr>+1 Attack <sprite name=Attack></nobr>
scenario_relic_secondskin_sm2_desc,All Bandits have <nobr>+1 Shield <sprite name=Shield></nobr>
scenario_relic_secondskin_start_1,"You pass through a couple of rooms without incident, but entering the next room, the alarm is raised!"
scenario_relic_secondskin_start_2,"‘Ere, how did you get in? Intruders!"
scenario_relic_secondskin_start_3,"These Bandits seem better outfitted than most, best not try and kill them all, recover the Armour and get out!"
scenario_relic_secondskin_success_1,You escape with the Armour and your bodies intact.
scenario_relic_staffofelements_sm1_desc,At the start of each Round set ALL Elements to Strong
scenario_relic_staffofelements_start_1,"It is worse than I thought. Not only is the cave full of Demons, but a powerful enchantment ensures that all Elements are empowered continually."
scenario_relic_staffofelements_start_2,This is madness! The Demons will use these Elements to their advantage.
scenario_relic_staffofelements_start_3,"My advice, move early and use whichever Elements the Demons will consume where you can."
scenario_relic_staffofelements_success_1,"With all the Demons defeated, you look at the Staff in your hands."
scenario_relic_staffofelements_success_2,"The carving is impressive enough, but you wonder if the effort you went through has been properly rewarded with this prize."
scenario_relic_staffofsummoning_sm1_desc,All Summons get <nobr>+2 Attack <sprite name=Attack></nobr>
scenario_relic_staffofsummoning_sm2_desc,All Summons get <nobr>+2 Move <sprite name=Move></nobr>
scenario_relic_staffofsummoning_sm3_desc,All Heroes get <nobr>-1 Attack <sprite name=Attack></nobr>
scenario_relic_staffofsummoning_start_1,There is a strange magical aura in the place which creates lethargy and weakness in all but summoned creatures.
scenario_relic_staffofsummoning_start_2,You must use your summons wisely and protect them as they will surely bring you victory!
scenario_relic_staffofsummoning_success_1,The crypt is quiet once again and the Staff is now yours!
scenario_relic_staffofxorn_room2_1,"This looks like the main part of the shrine, and if I’m not mistaken, there is a spare Staff in that chest over there!"
scenario_relic_staffofxorn_sm1_desc,Inox Shaman have Muddle & Poison on all Attacks
scenario_relic_staffofxorn_start_1,"Try to take down the Shamans as quickly as possible: as expected, they have Muddle and Poison on all attacks!"
scenario_relic_staffofxorn_start_2,"You’ll need to wipe out the Inox out here, and then head inside."
scenario_relic_staffofxorn_success_1,"Great work, this tribe is now a lesson to others that try to become too powerful."
scenario_relic_steamarmor_room3_1,Stone Golems as well? He really wanted to test the limits of his armor!
scenario_relic_steamarmor_room3_2,Looks like it’ll be in that chest though.
scenario_relic_steamarmor_sm1_desc,All Enemies get <nobr>+2 Move <sprite name=Move></nobr>
scenario_relic_steamarmor_start_1,"As you enter the tower, you see the problem immediately, Frost coats the room."
scenario_relic_steamarmor_start_2,It seems someone was testing out his armor by summoning demons.
scenario_relic_steamarmor_start_3,"I’m also detecting an aura on these enemies, they are able to move faster than normal"
scenario_relic_steamarmor_success_1,You leave the tower with the Armor slung over your back.
scenario_relic_steelring_sm1_desc,Heroes and Summons take 1 Damage at the end of every turn
scenario_relic_steelring_start_1,"The curse on this tomb will drain your health at the end of your turn, so keep your health up. Remember to Loot the treasure!"
scenario_relic_steelring_success_1,"You kill the last enemy, grab the loot and immediately turn to the exit, dragging your wounded allies with you."
scenario_story_banditcommander_fail_objective,Lose if the Mindthief or Cragheart is exhausted
scenario_story_banditcommander_room_2_1,A rock man and his rat friend? You must be the two who have been hampering my operations.
scenario_story_banditcommander_room_2_2,"Well, you are just in time to witness my successful research of necromancy, raised from the ashes of your own temple!"
scenario_story_banditcommander_room_2_3,"My advice, take him down as quickly as possible. He’ll be able to summon a lot of enemies otherwise!"
scenario_story_banditcommander_room_2_4,I also sense that the temple itself heals the undead. Be careful!
scenario_story_banditcommander_sm1_desc,All Undead heal 1 Health at the end of each turn
scenario_story_banditcommander_start_1,"Lug crates here, lug crates there... I thought Bandit life might be a bit more exciting."
scenario_story_banditcommander_start_2,You mean you’d rather be in the cave with those things?
scenario_story_banditcommander_start_3,"You have a point….Wait a minute, who’s there?"
scenario_story_banditcommander_start_4,"You’ve been spotted, time to attack!"
scenario_story_banditcommander_success_1,"The Temple of the Ashes is silent again. You decide that it should stay that way, and seal the entrance as you leave."
scenario_story_beasttyrant_1_room2_1,"The cave leads into a sewer system, this whole network is corrupted."
scenario_story_beasttyrant_1_sm1_desc,Giant Vipers get +2 Move
scenario_story_beasttyrant_1_start_1,"Well, this is a new one to me, allied snakes?"
scenario_story_beasttyrant_1_start_2,Normally I’d be relieved but not with those horrid things in the room over there!
scenario_story_beasttyrant_1_success_1,"As the last of the Rot is destroyed you make a sigh of relief, this cave network has been cleansed."
scenario_story_beasttyrant_2_room2_1,"Here are the sewers where the Rot has spread from, it needs clearing."
scenario_story_beasttyrant_2_sm1_desc,All Enemies start Disarmed
scenario_story_beasttyrant_2_start_1,"We’ve surprised them this time, quick, attack while they are disarmed!"
scenario_story_beasttyrant_2_success_1,"Another part of the world is free from Rot, but where else will it have spread?"
scenario_story_beasttyrant_3_start_1,"These Deep Terrors are going to keep coming, we need to get the Bears here as quickly as possible!"
scenario_story_beasttyrant_3_start_2,Yet bears are notoriously slow moving!
scenario_story_beasttyrant_3_start_3,In that case we should really try and give them a push!
scenario_story_beasttyrant_3_success_1,"With a majority of the Terrors dead, they stop spawning and you are free to explore the cave system."
scenario_story_beasttyrant_character_fail_objective,Lose if the Beast Tyrant is exhausted
scenario_story_berserker_1_room2_1,I don’t ever recall City Guard having service hounds.
scenario_story_berserker_1_room2_2,"We’re, uh, City Guard! And we says stop in the name of the City!"
scenario_story_berserker_1_room2_3,I have an odd feeling that these may be bandits playing dress-up.
scenario_story_berserker_1_room2_4,So the Berserker didn’t just go berserk and make us murder a whole bunch of guards? I hope you’re right…
scenario_story_berserker_1_start_1,"I get she’s called the Berserker, but isn’t killing Guards a little, er, berserk?"
scenario_story_berserker_1_start_2,"We’ll talk about this later. First, we need to get out of here alive."
scenario_story_berserker_1_success_1,"With the camp empty, you are free to explore."
scenario_story_berserker_1_success_2,"Inside one tent, you find a number of naked bodies next to a pile of dirty, torn clothes. The kind of clothes bandits would wear."
scenario_story_berserker_1_success_3,Looks like you were right - they were just bandits after some better clothes.
scenario_story_berserker_1_success_4,It is good to know that we didn’t break any laws today.
scenario_story_berserker_2_room2_1,I didn’t think that the Overseer is a Harrower…
scenario_story_berserker_2_room2_2,The Overseer sends his regards!
scenario_story_berserker_2_room2_3,"It looks like we’ve missed him again. Kill these Harrowers, and we can find out where he’s heading!"
scenario_story_berserker_2_start_1,I don’t think these Vermlings are common in this part of the realm.
scenario_story_berserker_2_start_2,I think the Harrowers behind them hissing orders and cracking whips might have something to do with that...
scenario_story_berserker_2_start_3,"Point taken. Push on through these Harrowers, and we should find the Overseer at the puppet strings."
scenario_story_berserker_2_start_4,And be merciful to the Vermlings. They’re being forced to fight.
scenario_story_berserker_2_success_1,"Near the centre of Ironwood Camp, you find the Vermlings have amassed large piles of metal in wagons, surrounded by ledgers and documents. There is definitely a larger plan at work."
scenario_story_berserker_2_success_2,"How did the Overseer make friends with Harrowers? Actually, how does anyone do it?"
scenario_story_berserker_2_success_3,"I don’t know, but it seems like he’s involved with the goings on at Keyport. We have to be careful."
scenario_story_berserker_3_room2_1,See! Speak of the devil…
scenario_story_berserker_3_room2_2,"Keep fighting, you can’t be far from the Overseer!"
scenario_story_berserker_3_room3_1,They just keep coming! How are you going to fight them all?
scenario_story_berserker_3_room3_2,"This is getting too dangerous. You see those doors? Those lead into the quarters of one of the bandit leaders. Get in there, grab anything useful, then get out!"
scenario_story_berserker_3_room4_1,"Okay, grab those papers!"
scenario_story_berserker_3_room4_2,"Then get out of here! I can’t lose idiots to sell junk- I mean, valued customers!"
scenario_story_berserker_3_start_1,I’ve never seen so many Vermlings in one place. And with bandits? The smell is worse than the manure stand I used to run.
scenario_story_berserker_3_start_2,There’s enough Vermlings here to start an army… where do the Harrowers fit in this?
scenario_story_berserker_3_start_3,"… Wait, a manure stand?"
scenario_story_berserker_3_start_4,"Shh, don’t mention Harrowers! You’ve jinxed it now."
scenario_story_berserker_3_success_1,"The cold air steams your breath as you escape the cave, but you don’t stop with Vermlings hot on your heels. By the time you stop running, you can see Millpond in the distance."
scenario_story_berserker_3_success_2,I wouldn’t go anywhere near that cave again if I were you.
scenario_story_berserker_3_success_3,"Get back here, and we’ll see if what you grabbed can give us any advantage when you go back in."
scenario_story_berserker_character_fail_objective,Lose if the Berserker is exhausted
scenario_story_brute_1_room_3,You push through to a clearing in the forest and are surprised to see Inox in charge of the hounds. They wear the markings of a traitor from your tribe. This is no random attack!
scenario_story_brute_1_start_1,"Hounds come crashing out of the woods and you step forwards to protect Scabwit, but he is having none of it: ‘I can defend myself just fine, you know!’
You aren’t sure of that, you’d better keep him alive if you want to get paid!"
scenario_story_brute_1_success_1,"With the hounds and Inox dead, you walk over to a body. You were right: the markings are similar to those of the old chief’s bodyguard, who killed the chief in his sleep and took his axe."
